genre,family,year,targetSharePct,currentThreeSeedMeanSharePct,deltaPctPoints
Acid Rock,Rock,1960,0,0,0
Acid Rock,Rock,1961,0,0,0
Acid Rock,Rock,1962,0,0,0
Acid Rock,Rock,1963,0,0,0
Acid Rock,Rock,1964,0,0,0
Acid Rock,Rock,1965,0,0,0
Acid Rock,Rock,1966,0.13,0.5125601967699531,0.3825601967699531
Acid Rock,Rock,1967,0.54,3.119745862452001,2.579745862452001
Acid Rock,Rock,1968,0.71,0.6145404860979082,-0.09545951390209173
Acid Rock,Rock,1969,0.44,0.4206851909063143,-0.019314809093685714
Baroque Pop,Pop,1960,0,0,0
Baroque Pop,Pop,1961,0,0,0
Baroque Pop,Pop,1962,0,0,0
Baroque Pop,Pop,1963,0,0,0
Baroque Pop,Pop,1964,0,0,0
Baroque Pop,Pop,1965,0,0,0
Baroque Pop,Pop,1966,0.4,2.9322139188202034,2.5322139188202035
Baroque Pop,Pop,1967,0.8,8.867197335432882,8.067197335432882
Baroque Pop,Pop,1968,0.57,5.164080434960105,4.594080434960104
Baroque Pop,Pop,1969,0.29,3.4581138745854636,3.1681138745854636
Blues,Blues,1960,2.6,0.5289116173871202,-2.0710883826128796
Blues,Blues,1961,2.72,0.8243472499063896,-1.8956527500936105
Blues,Blues,1962,2.65,0.6831984750872879,-1.966801524912712
Blues,Blues,1963,2.55,1.0698302489254194,-1.4801697510745804
Blues,Blues,1964,2.26,1.1584034434181376,-1.1015965565818622
Blues,Blues,1965,2.36,1.0571261893228772,-1.3028738106771227
Blues,Blues,1966,2.27,1.993333519706471,-0.276666480293529
Blues,Blues,1967,2.01,2.3182875153021207,0.30828751530212095
Blues,Blues,1968,1.85,1.4010638293194082,-0.4489361706805919
Blues,Blues,1969,1.75,1.5812494246044415,-0.1687505753955585
Blues Rock,Rock,1960,0,0,0
Blues Rock,Rock,1961,0,0,0
Blues Rock,Rock,1962,0,0,0
Blues Rock,Rock,1963,0,0,0
Blues Rock,Rock,1964,0,0,0
Blues Rock,Rock,1965,0.12,0,-0.12
Blues Rock,Rock,1966,0.4,1.6680415860594495,1.2680415860594496
Blues Rock,Rock,1967,0.8,4.095531714572532,3.2955317145725322
Blues Rock,Rock,1968,1.56,3.63492509996029,2.0749250999602897
Blues Rock,Rock,1969,2.34,4.8984722624569255,2.5584722624569256
Boogaloo,Latin,1960,0,0,0
Boogaloo,Latin,1961,0,0,0
Boogaloo,Latin,1962,0,0,0
Boogaloo,Latin,1963,0,0,0
Boogaloo,Latin,1964,0,0,0
Boogaloo,Latin,1965,0.12,0,-0.12
Boogaloo,Latin,1966,0.4,0.42465219616193584,0.024652196161935813
Boogaloo,Latin,1967,0.6,0.20732774851976365,-0.3926722514802363
Boogaloo,Latin,1968,0.5,0.254050192913795,-0.245949807086205
Boogaloo,Latin,1969,0.22,0.23264785204601543,0.012647852046015429
Bossa Nova,Jazz,1960,0,0,0
Bossa Nova,Jazz,1961,0.12,0,-0.12
Bossa Nova,Jazz,1962,1.08,0.4293789861452306,-0.6506210138547694
Bossa Nova,Jazz,1963,1.46,0.834131691341094,-0.625868308658906
Bossa Nova,Jazz,1964,1.69,1.7951411950320946,0.10514119503209463
Bossa Nova,Jazz,1965,0.87,1.32908443728669,0.4590844372866899
Bossa Nova,Jazz,1966,0.33,1.697352936981798,1.3673529369817978
Bossa Nova,Jazz,1967,0.13,0.7998651693970052,0.6698651693970052
Bossa Nova,Jazz,1968,0.07,0.145325558245073,0.075325558245073
Bossa Nova,Jazz,1969,0.03,0.020497438096442947,-0.009502561903557052
British Beat,Rock,1960,0,0,0
British Beat,Rock,1961,0,0,0
British Beat,Rock,1962,0,0,0
British Beat,Rock,1963,0.06,3.107182695666644,3.047182695666644
British Beat,Rock,1964,8.47,5.054511048652379,-3.415488951347622
British Beat,Rock,1965,7.46,3.0151437132445524,-4.4448562867554475
British Beat,Rock,1966,4.27,0.9247300687372856,-3.345269931262714
British Beat,Rock,1967,2.14,0.28544485124137303,-1.8545551487586271
British Beat,Rock,1968,1.28,0.2649722755589707,-1.0150277244410293
British Beat,Rock,1969,0.88,0.2457112135795516,-0.6342887864204484
British Blues,Rock,1960,0,0,0
British Blues,Rock,1961,0,0,0
British Blues,Rock,1962,0,0,0
British Blues,Rock,1963,0,0,0
British Blues,Rock,1964,0.23,1.6569884534648736,1.4269884534648736
British Blues,Rock,1965,0.75,2.4824679594264643,1.7324679594264643
British Blues,Rock,1966,1.73,1.1703691961676472,-0.5596308038323528
British Blues,Rock,1967,2.68,0.8462169680610562,-1.8337830319389439
British Blues,Rock,1968,3.69,0.7303210118970226,-2.9596789881029775
British Blues,Rock,1969,4.09,0.6185009435843942,-3.4714990564156056
British Pop,Pop,1960,0,0,0
British Pop,Pop,1961,0,0,0
British Pop,Pop,1962,0,0,0
British Pop,Pop,1963,0.12,0,-0.12
British Pop,Pop,1964,5.08,5.963944681387125,0.883944681387125
British Pop,Pop,1965,4.97,5.705696964690311,0.7356969646903115
British Pop,Pop,1966,4,2.785369254451003,-1.2146307455489969
British Pop,Pop,1967,2.95,1.4569731474348837,-1.4930268525651165
British Pop,Pop,1968,2.27,0.45250052074484765,-1.8174994792551524
British Pop,Pop,1969,1.75,0.8136499937169037,-0.9363500062830963
Bubblegum,Pop,1960,0,0,0
Bubblegum,Pop,1961,0,0,0
Bubblegum,Pop,1962,0,0,0
Bubblegum,Pop,1963,0,0,0
Bubblegum,Pop,1964,0,0,0
Bubblegum,Pop,1965,0,0,0
Bubblegum,Pop,1966,0,0,0
Bubblegum,Pop,1967,0.13,2.845375410457723,2.7153754104577232
Bubblegum,Pop,1968,1.99,6.648484694792215,4.6584846947922145
Bubblegum,Pop,1969,4.09,7.830238533213107,3.740238533213107
Children's,NonMusic,1960,0.45,0.3648543366335328,-0.08514566336646723
Children's,NonMusic,1961,0.47,0.9478144894788436,0.47781448947884364
Children's,NonMusic,1962,0.48,0.5984104036319187,0.11841040363191868
Children's,NonMusic,1963,0.49,0.6831897151399449,0.19318971513994487
Children's,NonMusic,1964,0.4,0.5808930851461903,0.1808930851461903
Children's,NonMusic,1965,0.43,0.6988655416682014,0.26886554166820137
Children's,NonMusic,1966,0.4,0.5737193100974127,0.1737193100974127
Children's,NonMusic,1967,0.4,0.2412447494760104,-0.15875525052398962
Children's,NonMusic,1968,0.43,0.19687233535117993,-0.23312766464882007
Children's,NonMusic,1969,0.44,0.17949011830064576,-0.26050988169935424
Classical,Classical,1960,2.04,0.6396992736242387,-1.4003007263757614
Classical,Classical,1961,2.13,0.7374035917764175,-1.3925964082235824
Classical,Classical,1962,2.05,0.6434069795250584,-1.4065930204749413
Classical,Classical,1963,1.94,0.6891633848967715,-1.2508366151032284
Classical,Classical,1964,1.69,0.7656287947107999,-0.9243712052892
Classical,Classical,1965,1.74,0.4785828984002098,-1.2614171015997901
Classical,Classical,1966,1.73,0.34005148374226707,-1.389948516257733
Classical,Classical,1967,1.74,0.2797576298986862,-1.4602423701013139
Classical,Classical,1968,2.13,0.3101059387779962,-1.8198940612220036
Classical,Classical,1969,2.05,0.3299756844250239,-1.720024315574976
Comedy,NonMusic,1960,0.79,0.8404031714979716,0.05040317149797158
Comedy,NonMusic,1961,0.83,1.1750551217009815,0.3450551217009815
Comedy,NonMusic,1962,0.84,1.2743536137837692,0.43435361378376924
Comedy,NonMusic,1963,0.73,1.2642597978965013,0.5342597978965014
Comedy,NonMusic,1964,0.68,0.8848872263028082,0.2048872263028082
Comedy,NonMusic,1965,0.62,0.6117942293746518,-0.008205770625348219
Comedy,NonMusic,1966,0.67,0.655497037285015,-0.01450296271498508
Comedy,NonMusic,1967,0.67,0.21229924911673295,-0.4577007508832671
Comedy,NonMusic,1968,0.57,0.4095275272102925,-0.16047247278970744
Comedy,NonMusic,1969,0.58,0.37311814910381463,-0.20688185089618533
Contemporary Folk,Folk,1960,0,0,0
