genre,family,year,targetSharePct,currentThreeSeedMeanSharePct,deltaPctPoints
Acid Rock,Rock,1960,0,0,0
Acid Rock,Rock,1961,0,0,0
Acid Rock,Rock,1962,0,0,0
Acid Rock,Rock,1963,0,0,0
Acid Rock,Rock,1964,0,0,0
Acid Rock,Rock,1965,0,0,0
Acid Rock,Rock,1966,0.13,0.38480171852363604,0.25480171852363603
Acid Rock,Rock,1967,0.54,4.714372808331665,4.174372808331665
Acid Rock,Rock,1968,0.71,0.7501191770399614,0.040119177039961484
Acid Rock,Rock,1969,0.44,0.5474135855964892,0.10741358559648922
Baroque Pop,Pop,1960,0,0,0
Baroque Pop,Pop,1961,0,0,0
Baroque Pop,Pop,1962,0,0,0
Baroque Pop,Pop,1963,0,0,0
Baroque Pop,Pop,1964,0,0,0
Baroque Pop,Pop,1965,0,0,0
Baroque Pop,Pop,1966,0.4,0.5419886728281974,0.14198867282819738
Baroque Pop,Pop,1967,0.8,0.3271767832059905,-0.47282321679400957
Baroque Pop,Pop,1968,0.57,0.21771434930304773,-0.3522856506969522
Baroque Pop,Pop,1969,0.29,0.1673544451163812,-0.12264555488361878
Blues,Blues,1960,2.6,1.3517795393942709,-1.2482204606057292
Blues,Blues,1961,2.72,1.659754058054445,-1.0602459419455552
Blues,Blues,1962,2.65,1.4705895427282523,-1.1794104572717476
Blues,Blues,1963,2.55,1.7727990607249051,-0.7772009392750947
Blues,Blues,1964,2.26,1.4936046324705752,-0.7663953675294246
Blues,Blues,1965,2.36,0.8942155972555172,-1.4657844027444826
Blues,Blues,1966,2.27,1.7750603955492406,-0.49493960445075946
Blues,Blues,1967,2.01,1.3909122212153087,-0.6190877787846911
Blues,Blues,1968,1.85,1.5918482205128506,-0.2581517794871495
Blues,Blues,1969,1.75,1.7461466363985514,-0.0038533636014486117
Blues Rock,Rock,1960,0,0,0
Blues Rock,Rock,1961,0,0,0
Blues Rock,Rock,1962,0,0,0
Blues Rock,Rock,1963,0,0,0
Blues Rock,Rock,1964,0,0,0
Blues Rock,Rock,1965,0.12,0,-0.12
Blues Rock,Rock,1966,0.4,0.44624538491810284,0.046245384918102816
Blues Rock,Rock,1967,0.8,1.2892120349813263,0.48921203498132626
Blues Rock,Rock,1968,1.56,1.8862218319637907,0.3262218319637906
Blues Rock,Rock,1969,2.34,3.7515606637361385,1.4115606637361386
Boogaloo,Latin,1960,0,0,0
Boogaloo,Latin,1961,0,0,0
Boogaloo,Latin,1962,0,0,0
Boogaloo,Latin,1963,0,0,0
Boogaloo,Latin,1964,0,0,0
Boogaloo,Latin,1965,0.12,0,-0.12
Boogaloo,Latin,1966,0.4,1.5390001150015147,1.1390001150015148
Boogaloo,Latin,1967,0.6,0.2823354011257774,-0.3176645988742226
Boogaloo,Latin,1968,0.5,0.35522533541092494,-0.14477466458907506
Boogaloo,Latin,1969,0.22,0.4279116860851088,0.20791168608510882
Bossa Nova,Jazz,1960,0,0,0
Bossa Nova,Jazz,1961,0.12,0,-0.12
Bossa Nova,Jazz,1962,1.08,0.6360984361399404,-0.44390156386005963
Bossa Nova,Jazz,1963,1.46,1.5834182293481185,0.12341822934811852
Bossa Nova,Jazz,1964,1.69,1.2169239546212078,-0.4730760453787921
Bossa Nova,Jazz,1965,0.87,2.011988758376204,1.141988758376204
Bossa Nova,Jazz,1966,0.33,2.568877034408236,2.238877034408236
Bossa Nova,Jazz,1967,0.13,0.8311329070387559,0.7011329070387559
Bossa Nova,Jazz,1968,0.07,0.12445518779175102,0.054455187791751014
Bossa Nova,Jazz,1969,0.03,0.015500805269196975,-0.014499194730803024
British Beat,Rock,1960,0,0,0
British Beat,Rock,1961,0,0,0
British Beat,Rock,1962,0,0,0
British Beat,Rock,1963,0.06,0.04202852068140709,-0.017971479318592908
British Beat,Rock,1964,8.47,6.6705442779836766,-1.799455722016324
British Beat,Rock,1965,7.46,5.1397284318890755,-2.3202715681109245
British Beat,Rock,1966,4.27,2.8526703513024656,-1.417329648697534
British Beat,Rock,1967,2.14,1.2002479374599588,-0.9397520625400413
British Beat,Rock,1968,1.28,1.043159630723639,-0.23684036927636098
British Beat,Rock,1969,0.88,0.8524662001067445,-0.02753379989325555
British Blues,Rock,1960,0,0,0
British Blues,Rock,1961,0,0,0
British Blues,Rock,1962,0,0,0
British Blues,Rock,1963,0,0,0
British Blues,Rock,1964,0.23,0.2427442676260404,0.01274426762604039
British Blues,Rock,1965,0.75,0.30298803232012284,-0.44701196767987716
British Blues,Rock,1966,1.73,0.5696384214759748,-1.160361578524025
British Blues,Rock,1967,2.68,0.6513460477481735,-2.0286539522518265
British Blues,Rock,1968,3.69,0.8406104554976332,-2.8493895445023667
British Blues,Rock,1969,4.09,0.6977074864539717,-3.3922925135460282
British Pop,Pop,1960,0,0,0
British Pop,Pop,1961,0,0,0
British Pop,Pop,1962,0,0,0
British Pop,Pop,1963,0.12,0,-0.12
British Pop,Pop,1964,5.08,5.934541070065788,0.854541070065788
British Pop,Pop,1965,4.97,9.50631159154271,4.53631159154271
British Pop,Pop,1966,4,5.020849580356411,1.020849580356411
British Pop,Pop,1967,2.95,1.3773056348835524,-1.5726943651164478
British Pop,Pop,1968,2.27,1.2417712148449256,-1.0282287851550744
British Pop,Pop,1969,1.75,1.065243505190677,-0.684756494809323
Bubblegum,Pop,1960,0,0,0
Bubblegum,Pop,1961,0,0,0
Bubblegum,Pop,1962,0,0,0
Bubblegum,Pop,1963,0,0,0
Bubblegum,Pop,1964,0,0,0
Bubblegum,Pop,1965,0,0,0
Bubblegum,Pop,1966,0,0,0
Bubblegum,Pop,1967,0.13,4.703187926132229,4.5731879261322295
Bubblegum,Pop,1968,1.99,8.227631590205114,6.237631590205114
Bubblegum,Pop,1969,4.09,9.229119451511105,5.139119451511105
Children's,NonMusic,1960,0.45,0.5971802325634165,0.14718023256341645
Children's,NonMusic,1961,0.47,0.5218674364534592,0.05186743645345926
Children's,NonMusic,1962,0.48,1.0508101820812938,0.5708101820812939
Children's,NonMusic,1963,0.49,0.5767005538936597,0.08670055389365972
Children's,NonMusic,1964,0.4,0.39257656768777244,-0.007423432312227585
Children's,NonMusic,1965,0.43,0.6323684561968357,0.2023684561968357
Children's,NonMusic,1966,0.4,0.38617989298768307,-0.013820107012316951
Children's,NonMusic,1967,0.4,0.17424439588847526,-0.22575560411152476
Children's,NonMusic,1968,0.43,0.5489832028578597,0.11898320285785974
Children's,NonMusic,1969,0.44,0.4761813950826122,0.0361813950826122
Classical,Classical,1960,2.04,1.0990761467154486,-0.9409238532845514
Classical,Classical,1961,2.13,1.1011472921076186,-1.0288527078923813
Classical,Classical,1962,2.05,0.8418762361101876,-1.2081237638898124
Classical,Classical,1963,1.94,1.1301496218521394,-0.8098503781478605
Classical,Classical,1964,1.69,0.7309388800336263,-0.9590611199663737
Classical,Classical,1965,1.74,0.519774678057296,-1.220225321942704
Classical,Classical,1966,1.73,0.39800927867645736,-1.3319907213235427
Classical,Classical,1967,1.74,0.43469842226798194,-1.305301577732018
Classical,Classical,1968,2.13,0.5935363668488568,-1.536463633151143
Classical,Classical,1969,2.05,0.8924460710483099,-1.1575539289516898
Comedy,NonMusic,1960,0.79,0.8301038797674927,0.040103879767492634
Comedy,NonMusic,1961,0.83,1.3832667464784723,0.5532667464784723
Comedy,NonMusic,1962,0.84,1.0587413507368058,0.21874135073680578
Comedy,NonMusic,1963,0.73,1.5670751686432796,0.8370751686432796
Comedy,NonMusic,1964,0.68,1.4648974410136002,0.7848974410136002
Comedy,NonMusic,1965,0.62,0.5874240538602029,-0.032575946139797085
Comedy,NonMusic,1966,0.67,0.315877192078506,-0.35412280792149403
Comedy,NonMusic,1967,0.67,0.31287367225310414,-0.3571263277468959
Comedy,NonMusic,1968,0.57,0.6938716230683271,0.12387162306832711
Comedy,NonMusic,1969,0.58,0.7476013241930574,0.1676013241930574
Contemporary Folk,Folk,1960,0,0,0
